X,Y,Z,label
6.666855335235596,-6.2049217851277065,3.9551798904556965,0.0
6.687075138092041,-6.180807630117431,3.991963287541425,0.0
6.708678245544434,-6.157847512751577,4.029643565788531,0.0
6.729057788848877,-6.133638086794376,4.066662015129431,0.0
6.7508864402771,-6.110620730217134,4.104630820763849,0.0
6.673759937286377,-6.113227078627715,3.858419402478417,0.0
6.693911552429199,-6.0891458939285075,3.894630957606386,0.0
6.7154364585876465,-6.066191859220669,3.9317114197637184,0.0
6.735752582550049,-6.042022345068692,3.968156221889832,0.0
6.756139755249023,-6.017798520869705,4.004710565721715,0.0
6.777997970581055,-5.9947558672667745,4.042211647388716,0.0
6.79856538772583,-5.970440161334021,4.079018357856956,0.0
6.819211006164551,-5.946067733813102,4.115944261396749,0.0
6.839937686920166,-5.921639014774795,4.152992963935481,0.0
6.862273216247559,-5.898464083586402,4.191098445456298,0.0
6.883200645446777,-5.873937152805465,4.228425744032762,0.0
6.679248809814453,-6.022340142459136,3.7624886701890934,0.0
6.6993279457092285,-5.998293201165641,3.7981353567954925,0.0
6.719475746154785,-5.9741964751914685,3.8338851181573275,0.0
6.741018772125244,-5.951218431376934,3.8705015175998523,0.0
6.76133918762207,-5.9270376184247,3.906487582607151,0.0
6.781734943389893,-5.902804100471444,3.942585015667101,0.0
6.802209377288818,-5.878518958959613,3.9787975972416016,0.0
6.824213981628418,-5.855424352545825,4.015981242676138,0.0
6.844883441925049,-5.831050748162084,4.052456880901018,0.0
6.865638256072998,-5.806621980469784,4.089056318565535,0.0
6.886481285095215,-5.782138305005189,4.125783812968745,0.0
6.907415390014648,-5.757598372258572,4.16264179506282,0.0
6.928442478179932,-5.733001309557369,4.199633521706118,0.0
6.9495649337768555,-5.70834624422901,4.236762249756996,0.0
6.970786094665527,-5.683632780438089,4.274032061979999,0.0
6.993824005126953,-5.660248210936168,4.312503046468307,0.0
7.015283584594727,-5.635431416897668,4.350090749771391,0.0
6.685698986053467,-5.934347222054822,3.66868184073699,0.0
6.705024242401123,-5.909724920954888,3.7034058846855253,0.0
6.724412441253662,-5.885057343422926,3.7382226920931987,0.0
6.743865013122559,-5.8603431080071795,3.7731341617498004,0.0
6.763815402984619,-5.835953972497915,3.8083865148462457,0.0
6.785486221313477,-5.8129271984955135,3.844678662036944,0.0
6.8058953285217285,-5.7886926633895985,3.8803284905938926,0.0
6.826385974884033,-5.764406981562268,3.9160942935715757,0.0
6.846961975097656,-5.7400706150263305,3.9519802090597618,0.0
6.867625713348389,-5.715682897585765,3.9879893747075177,0.0
6.888380527496338,-5.691242924625972,4.02412451521082,0.0
6.909226894378662,-5.666749172102713,4.060388712893514,0.0
6.930169582366943,-5.642201831668185,4.0967851607298895,0.0
6.951210021972656,-5.6175996176967296,4.133317353996885,0.0
6.972350597381592,-5.592941006144106,4.169988375018344,0.0
6.993594646453857,-5.568226014128001,4.206802068140233,0.0
7.014943599700928,-5.5434524342904705,4.2437608089894985,0.0
7.036402702331543,-5.518620967062903,4.280869148609,0.0
7.058207988739014,-5.493912661992616,4.318274734682326,0.0
7.080465316772461,-5.469401695677415,4.356045963363673,0.0
7.102847099304199,-5.444827097157584,4.3939849738968375,0.0
7.125354766845703,-5.420187406272952,4.432095912930426,0.0
6.694474697113037,-5.8503236481790815,3.5776202345180237,0.0
6.713732719421387,-5.825722104560948,3.6118323455849004,0.0
6.734228610992432,-5.802089220976791,3.6467714117524284,0.0
6.753646373748779,-5.777418830822981,3.6811890032263235,0.0
6.773132801055908,-5.752704071145077,3.7157037899929253,0.0
6.792690753936768,-5.727944482223607,3.7503187904920137,0.0
6.81232213973999,-5.703139572397061,3.785036491000986,0.0
6.832030296325684,-5.678288881945966,3.8198599099596193,0.0
6.851817607879639,-5.653391744674303,3.8547921850169824,0.0
6.871847629547119,-5.628579883774536,3.8899279530306674,0.0
6.89253044128418,-5.604180446636276,3.925503401750406,0.0
6.9133076667785645,-5.579730359024777,3.961206651672573,0.0
6.934182643890381,-5.555228748267471,3.997040959655527,0.0
6.95515775680542,-5.530675154644884,4.033009344139049,0.0
6.976235866546631,-5.506068292531356,4.069115300400072,0.0
