X,Y,Z,label
6.590390205383301,-6.232997784579566,4.011301967083597,0.0
6.637837886810303,-6.234808031022446,4.065044133496984,0.0
6.607989311218262,-6.150134590635232,3.9202570185406214,0.0
6.655568599700928,-6.151686073552756,3.9731547417024786,0.0
6.709123611450195,-6.158256211661597,4.029910855531506,0.0
6.6278910636901855,-6.071211066371879,3.8319006462142062,0.0
6.675633430480957,-6.072518938489331,3.8839963838779794,0.0
6.729379177093506,-6.078786870767363,3.939874771845155,0.0
6.77850341796875,-6.080370371068493,3.9933415043615272,0.0
6.828290939331055,-6.082064587359689,4.047478270267584,0.0
6.646478652954102,-5.992792816596427,3.7440289053400355,0.0
6.6943769454956055,-5.993859970878789,3.795328145105216,0.0
6.742910861968994,-5.995032395116943,3.847256514199573,0.0
6.797595024108887,-6.001166203963374,3.9029860400714145,0.0
6.84755802154541,-6.002617375237751,3.9563017732840806,0.0
6.898207664489746,-6.004181727689736,4.010296578088086,0.0
6.663795471191406,-5.914905455867282,3.6566627966139316,0.0
6.711840629577637,-5.915732863106555,3.707171034638852,0.0
6.760528087615967,-5.916664822752548,3.7583000066041277,0.0
6.809873580932617,-5.917703770344101,3.810065375078572,0.0
6.859892845153809,-5.918851760408999,3.862483573211964,0.0
6.916344165802002,-5.925029005668803,3.9188228676130117,0.0
6.9678778648376465,-5.9264655613403745,3.972681675751614,0.0
6.67750883102417,-5.835497066440311,3.568553325072855,0.0
6.726497173309326,-5.8367983565995605,3.6186993194025123,0.0
6.780684947967529,-5.842114709622142,3.671928642556749,0.0
6.830225467681885,-5.842928343053484,3.7229299151260116,0.0
6.880446434020996,-5.843850094932551,3.774575741174687,0.0
6.93136739730835,-5.844883799367629,3.8268837288277653,0.0
6.98300313949585,-5.846030176201125,3.879869430003614,0.0
7.035373210906982,-5.847292885006808,3.933551104198893,0.0
6.694901943206787,-5.7609161244322715,3.4835867318728604,0.0
6.7444024085998535,-5.762279340678779,3.533148571452567,0.0
6.794214248657227,-5.763440819595896,3.5831434815045973,0.0
6.843832969665527,-5.763970433185841,3.633306633501346,0.0
6.894137859344482,-5.764607892569564,3.684106237332489,0.0
6.945146083831787,-5.765354537019113,3.7355574872885247,0.0
6.996875286102295,-5.766213517329065,3.7876772847975464,0.0
7.049343585968018,-5.7671863005396,3.8404829527995834,0.0
7.102569103240967,-5.768275862910783,3.8939920440943987,0.0
6.705748081207275,-5.682288123893471,3.396374030886832,0.0
6.755294322967529,-5.6833517193204965,3.4450940932280862,0.0
6.8055338859558105,-5.684532798761572,3.4944367837128154,0.0
6.856259346008301,-5.68564673761969,3.544301668251444,0.0
6.906639099121094,-5.686001558613775,3.594261252720282,0.0
6.957727432250977,-5.686464370287453,3.644863262019006,0.0
7.009541034698486,-5.687037672063635,3.6961244230411947,0.0
7.062098979949951,-5.6877233119935555,3.7480612881459154,0.0
7.115300178527832,-5.688428581943302,3.8006277230529233,0.0
7.167751312255859,-5.688036237309367,3.853080696239972,0.0
7.220953941345215,-5.687742876031067,3.9062253429676823,0.0
6.719274997711182,-5.607507569518587,3.311680156719832,0.0
6.7689032554626465,-5.608288857442975,3.359601303970329,0.0
6.8192291259765625,-5.609185132251842,3.408135509000267,0.0
6.870270729064941,-5.610199751216312,3.45729955402845,0.0
6.9218645095825195,-5.6111875576373995,3.5070170195142327,0.0
6.973069667816162,-5.611382166097651,3.5568130718152733,0.0
